0,1
131,150
131,143
132,145
133,146
136,144
137,152
138,142
139,140
140,151
140,148
141,147
142,144
142,150
143,147
143,249
144,149
144,147
144,144
144,240
144,141
145,147
145,151
145,237
146,142
147,145
148,226
149,238
149,236
149,234
149,152
150,144
150,146
151,234
151,144
152,142
152,152
153,149
153,148
153,240
154,144
154,244
154,147
154,156
155,144
155,156
155,142
156,147
156,234
156,145
156,237
157,249
157,153
158,153
158,233
158,147
158,154
158,149
158,237
158,152
159,235
159,144
159,237
159,145
160,150
160,237
160,242
160,145
161,150
161,241
161,153
162,154
163,148
163,152
164,152
164,237
164,240
164,242
164,150
164,155
165,149
165,145
165,238
165,243
165,240
165,233
166,152
166,153
167,145
167,232
168,151
168,154
168,152
169,146
169,154
169,143
169,144
169,150
169,235
170,152
170,244
170,242
171,152
171,228
171,238
171,148
171,153
173,233
173,150
173,240
173,146
174,151
174,240
174,154
174,238
175,153
175,156
175,236
175,235
175,241
175,240
175,145
175,144
175,146
176,152
176,148
176,232
176,238
177,145
177,149
178,153
178,225
178,252
179,151
179,236
179,244
179,240
180,237
180,240
180,153
180,238
180,242
180,150
181,156
181,240
181,155
181,239
182,153
182,155
183,244
183,159
183,145
183,240
183,243
183,241
184,148
184,155
184,157
184,152
184,149
184,239
185,237
185,150
185,244
185,145
185,242
185,148
186,240
186,251
186,241
186,153
186,230
186,151
186,245
187,240
187,148
187,146
187,153
187,242
187,151
188,154
188,242
188,240
189,150
189,153
190,153
191,238
191,240
191,148
191,243
191,149
191,151
191,152
191,146
191,242
192,150
192,153
193,235
193,154
193,148
193,248
194,148
194,239
194,147
194,145
194,150
194,154
194,153
195,240
195,143
195,150
195,243
195,116
195,248
196,239
196,238
196,146
197,230
197,236
197,235
197,241
197,149
197,249
197,152
198,237
198,110
198,239
198,244
198,100
199,146
199,153
200,240
200,157
200,242
200,150
200,104
200,241
200,153
200,112
201,243
201,153
201,150
201,238
202,238
202,240
202,241
202,195
202,237
202,188
202,153
202,152
202,197
203,102
203,108
203,193
203,233
203,242
203,192
203,239
203,195
203,148
203,105
203,245
204,188
204,253
204,152
204,246
204,237
204,198
204,200
204,153
205,149
205,202
205,150
205,151
205,154
205,153
205,194
205,96
205,192
205,236
205,102
205,186
206,236
206,199
206,188
206,102
206,154
207,96
207,104
207,239
207,152
207,242
207,190
207,149
207,108
207,240
207,198
207,188
208,243
208,153
208,240
208,210
208,93
208,151
208,204
208,94
208,226
208,101
208,148
209,151
209,237
209,204
209,105
209,150
210,189
210,157
210,152
210,198
210,196
210,107
210,112
210,240
210,235
210,110
211,102
211,151
211,240
211,157
211,192
211,155
211,98
212,185
212,150
212,190
212,242
212,147
213,114
213,194
213,111
213,196
213,199
213,201
213,202
213,195
213,240
213,245
213,239
214,155
214,198
214,150
214,197
214,191
214,237
214,234
214,148
214,96
214,239
214,152
215,148
215,97
215,107
215,102
215,240
215,193
215,114
215,110
215,204
215,158
215,108
216,195
216,103
216,150
216,155
216,188
216,151
216,240
216,105
216,149
216,239
216,191
217,104
217,153
217,201
217,190
217,243
217,248
217,150
218,191
218,197
218,156
218,102
218,241
218,237
218,236
218,91
218,104
219,192
219,235
219,152
219,151
219,190
219,197
219,248
219,108
219,106
220,153
220,155
220,103
220,150
220,147
220,151
220,199
220,241
220,246
220,98
220,239
220,149
221,154
221,199
221,96
221,153
221,156
221,149
221,194
221,245
221,239
222,109
222,197
222,242
222,190
222,240
222,191
222,246
222,147
222,153
222,151
223,100
223,196
223,158
223,99
223,240
223,102
223,96
223,192
223,149
223,145
224,106
224,201
224,200
224,103
224,99
224,101
224,206
224,154
224,244
225,106
225,205
225,153
225,151
225,101
225,102
225,142
225,144
225,103
225,235
225,199
225,189
226,240
226,156
226,192
226,204
226,149
226,242
226,105
226,197
226,200
227,198
227,206
227,236
227,154
227,199
227,202
227,150
227,94
227,242
227,190
227,108
228,155
228,153
228,247
228,104
228,154
228,159
228,254
228,202
228,101
228,97
228,103
229,97
229,154
229,202
229,111
229,205
229,204
229,240
229,151
229,193
229,192
230,240
230,110
230,238
230,105
230,149
230,153
230,154
230,199
230,98
230,100
230,243
230,246
230,242
230,96
231,197
231,98
231,192
231,104
231,153
231,110
231,240
231,188
231,152
231,154
232,152
232,193
232,199
232,238
232,240
232,97
232,192
232,148
233,153
233,243
233,237
233,152
233,194
233,241
233,100
233,187
234,105
234,205
234,148
234,152
234,97
234,248
234,204
234,149
234,191
234,198
234,196
234,244
235,111
235,109
235,110
235,149
235,112
235,200
235,202
236,153
236,154
236,249
236,242
236,147
236,237
236,108
236,110
236,192
236,239
236,195
237,239
237,246
237,111
237,155
237,110
237,245
238,104
238,202
238,153
238,108
238,155
238,102
238,98
238,100
238,147
238,207
238,192
238,198
238,151
239,200
239,245
239,149
239,198
239,243
239,103
239,191
239,156
239,105
239,242
239,155
240,107
240,151
240,198
240,154
240,188
240,243
240,240
240,106
240,241
240,114
240,149
240,98
241,106
241,153
241,152
241,101
241,110
241,109
241,158
241,195
241,97
241,105
241,237
241,150
242,101
242,197
242,152
242,246
242,241
242,194
242,109
242,198
242,201
242,235
242,98
242,113
242,157
243,152
243,153
243,192
243,98
243,155
243,196
243,106
243,99
243,200
243,202
243,194
243,156
243,240
244,199
244,240
244,194
244,151
244,191
244,101
244,242
244,247
244,197
244,155
245,203
245,204
245,198
245,250
245,99
245,102
245,240
245,189
245,202
245,108
246,240
246,244
246,195
246,242
246,102
246,152
247,190
247,232
247,197
247,238
247,151
247,240
247,257
247,239
247,108
247,242
247,105
247,95
247,104
247,96
247,111
248,246
248,154
248,197
248,196
248,150
248,242
248,184
248,190
248,107
248,109
248,153
248,208
248,191
248,241
248,194
248,238
249,148
249,242
249,196
249,105
249,187
249,104
249,240
249,101
250,94
250,147
250,201
250,164
250,153
250,104
250,239
250,154
250,249
250,108
251,199
251,113
251,149
251,100
251,190
251,242
251,156
251,152
251,202
251,95
251,148
252,199
252,188
252,111
252,99
252,195
252,149
253,239
253,153
253,100
253,108
253,102
253,151
253,193
253,196
253,246
254,157
254,239
254,153
254,105
254,242
254,243
254,197
254,246
254,104
254,144
254,107
254,106
255,152
255,203
255,202
255,239
255,199
255,191
255,154
255,243
255,197
256,162
256,161
256,200
256,202
256,241
256,113
256,197
256,111
256,203
256,109
256,105
257,159
257,241
257,243
257,190
257,253
257,153
257,114
257,99
257,164
257,242
257,102
257,244
257,207
257,195
257,197
257,191
258,188
258,229
258,113
258,112
258,240
258,152
258,199
258,98
258,104
258,192
258,251
259,100
259,201
259,102
259,157
259,198
259,153
260,192
260,245
260,108
260,190
260,99
260,156
261,111
261,195
261,247
261,155
261,148
261,150
261,196
261,156
261,149
261,106
261,105
262,97
262,191
262,153
262,156
262,111
262,105
262,239
262,244
262,152
262,202
263,201
263,110
263,154
263,150
263,198
263,235
264,155
264,241
264,244
264,111
264,153
264,249
264,97
264,237
264,100
264,195
264,200
264,198
265,154
265,238
265,107
265,198
265,106
265,104
265,205
265,244
265,155
266,243
266,106
266,117
266,244
266,247
266,235
266,151
266,105
266,193
266,189
266,149
266,154
266,195
267,200
267,244
267,153
267,198
267,104
267,194
267,243
267,100
268,247
268,200
268,203
268,106
268,188
268,103
268,157
268,108
268,159
268,94
268,194
268,196
268,201
268,198
269,241
269,242
269,195
269,103
269,191
269,115
269,238
269,104
269,254
269,192
269,159
269,202
269,146
270,108
270,196
270,241
270,98
270,118
270,250
270,110
270,152
270,189
270,111
271,112
271,103
271,146
271,108
271,157
271,202
271,244
271,246
271,198
271,152
271,192
271,245
271,191
271,200
272,101
272,239
272,248
272,111
272,103
272,245
272,156
272,154
272,106
273,110
273,233
273,149
273,251
273,192
273,108
273,98
273,150
273,245
274,201
274,193
274,242
274,154
274,238
274,236
274,233
274,98
274,156
274,148
274,190
275,240
275,251
275,244
275,156
275,196
275,155
276,239
276,106
276,249
276,236
276,197
277,146
277,102
277,242
277,106
277,153
277,98
277,113
277,149
278,154
278,253
278,233
278,155
278,106
278,108
278,242
278,109
278,152
279,153
279,236
279,154
279,110
280,157
280,248
280,256
280,109
280,156
280,153
280,107
281,158
281,244
281,240
281,151
281,105
282,107
282,156
282,105
282,103
282,246
282,153
282,159
282,155
282,154
283,250
283,251
283,149
283,240
283,151
283,159
284,144
284,105
284,165
284,238
284,154
284,234
285,161
285,249
285,111
285,151
285,245
285,242
285,153
286,156
286,236
286,158
286,155
286,154
286,245
286,246
287,155
287,242
287,235
287,244
288,154
288,235
288,161
289,163
289,247
289,153
290,244
290,155
290,157
290,234
290,158
291,247
291,248
291,250
291,254
292,154
292,161
293,157
293,248
293,161
294,253
294,245
294,238
295,250
295,154
295,161
295,156
295,247
296,236
296,158
296,251
296,245
296,156
297,242
297,153
297,155
297,245
297,158
297,246
298,234
298,155
298,238
298,241
299,244
299,158
299,243
300,152
300,237
301,244
301,151
301,251
301,234
302,157
302,153
303,159
303,248
303,241
303,245
303,150
303,156
304,247
304,154
305,157
305,242
305,247
306,244
306,155
306,156
306,154
307,156
307,155
307,159
307,246
308,153
308,154
309,152
309,249
309,161
309,250
309,245
309,154
310,154
311,252
311,246
311,248
311,259
311,244
311,161
312,156
312,246
312,154
313,154
313,155
313,161
314,240
314,154
314,158
314,153
315,245
315,160
315,239
315,162
315,243
316,159
316,252
317,247
317,242
317,153
318,249
318,245
318,165
319,244
319,154
319,246
320,242
320,154
320,244
321,245
321,243
321,166
321,157
321,152
322,156
322,247
322,244
323,155
323,159
324,150
324,156
324,160
324,242
324,245
324,249
325,162
325,243
325,250
325,156
325,154
326,245
326,243
327,243
327,245
328,238
328,161
328,159
328,163
328,160
328,150
329,248
329,154
329,168
330,157
330,245
330,253
330,159
330,155
331,152
331,247
331,167
332,243
332,251
332,250
332,165
333,248
333,158
333,155
333,159
333,251
334,245
335,156
335,159
335,160
335,245
336,171
336,156
336,245
337,152
338,157
338,246
338,154
339,155
339,156
340,159
341,154
342,158
343,258
343,156
343,158
344,156
344,160
344,162
345,160
346,158
348,242
348,243
348,161
349,155
350,159
350,161
351,246
351,155
353,159
353,161
354,160
354,158
355,153
